rate,client_timestamp,pair
"0.70209891",1684387475528,"ZARBWP"
"0.70209891",1684388526888,"ZARBWP"
"0.70209891",1684389787935,"ZARBWP"
"0.70209891",1684391204509,"ZARBWP"
"0.70209891",1684392139298,"ZARBWP"
"0.70209891",1684393341345,"ZARBWP"
"0.70209891",1684394543301,"ZARBWP"
"0.70209891",1684395728410,"ZARBWP"
"0.70209891",1684396981802,"ZARBWP"
"0.70209891",1684398344550,"ZARBWP"
"0.70209891",1684399349471,"ZARBWP"
"0.70209891",1684400551508,"ZARBWP"
"0.70209891",1684401793632,"ZARBWP"
"0.70209891",1684402936411,"ZARBWP"
"0.70209891",1684404151742,"ZARBWP"
"0.70209891",1684405515932,"ZARBWP"
"0.6983973",1684406519189,"ZARBWP"
"0.6983973",1684407733416,"ZARBWP"
"0.6983973",1684408919889,"ZARBWP"
"0.6983973",1684410117761,"ZARBWP"
"0.6983973",1684411395667,"ZARBWP"
"0.6983973",1684412976122,"ZARBWP"
"0.6983973",1684414096345,"ZARBWP"
"0.6983973",1684415070057,"ZARBWP"
"0.6983973",1684416394611,"ZARBWP"
"0.6983973",1684417323382,"ZARBWP"
"0.6983973",1684418542184,"ZARBWP"
"0.6983973",1684419835227,"ZARBWP"
"0.6983973",1684420941185,"ZARBWP"
"0.6983973",1684422160913,"ZARBWP"
"0.6983973",1684423423198,"ZARBWP"
"0.6983973",1684424535453,"ZARBWP"
"0.6983973",1684425773535,"ZARBWP"
"0.6983973",1684427213352,"ZARBWP"
"0.6983973",1684428123170,"ZARBWP"
"0.6983973",1684429349690,"ZARBWP"
"0.6983973",1684430621096,"ZARBWP"
"0.6983973",1684431732303,"ZARBWP"
"0.6983973",1684432984215,"ZARBWP"
"0.6983973",1684434328228,"ZARBWP"
"0.69995879",1684435327394,"ZARBWP"
"0.6983973",1684436565033,"ZARBWP"
"0.69995879",1684437720512,"ZARBWP"
"0.69995879",1684438941530,"ZARBWP"
"0.69995879",1684440171989,"ZARBWP"
"0.69995879",1684441429157,"ZARBWP"
"0.69995879",1684442523723,"ZARBWP"
"0.69995879",1684443754371,"ZARBWP"
"0.69995879",1684444925985,"ZARBWP"
"0.69995879",1684446136159,"ZARBWP"
"0.69995879",1684447357540,"ZARBWP"
"0.69995879",1684448652678,"ZARBWP"
"0.69995879",1684449719668,"ZARBWP"
"0.69995879",1684450982199,"ZARBWP"
"0.69995879",1684452198762,"ZARBWP"
"0.69995879",1684453331636,"ZARBWP"
"0.69995879",1684454780426,"ZARBWP"
"0.69995879",1684456365341,"ZARBWP"
"0.69995879",1684458105937,"ZARBWP"
"0.69995879",1684460851137,"ZARBWP"
"0.69995879",1684462608838,"ZARBWP"
"0.69995879",1684463464480,"ZARBWP"
"0.69995879",1684464303691,"ZARBWP"
"0.70014396",1684465385339,"ZARBWP"
"0.69995879",1684466625999,"ZARBWP"
"0.70014396",1684467729522,"ZARBWP"
"0.70014396",1684468971331,"ZARBWP"
"0.70014396",1684470334249,"ZARBWP"
